open_time,open,high,low,close,volume
2025-10-31 16:00:00,110202.9,110300.0,110000.0,110097.84,243.61838
2025-10-31 16:15:00,110097.84,110159.52,109806.37,110112.72,201.36125
2025-10-31 16:30:00,110112.71,110145.73,109606.1,109716.08,159.97682
2025-10-31 16:45:00,109716.08,109716.09,108671.25,108845.4,617.95569
2025-10-31 17:00:00,108845.4,109226.63,108635.77,108931.68,474.27714
2025-10-31 17:15:00,108931.69,109218.93,108635.0,109042.51,254.05561
2025-10-31 17:30:00,109042.5,109330.59,109016.99,109284.47,180.14116
2025-10-31 17:45:00,109284.47,109417.91,109251.45,109299.98,99.56538
2025-10-31 18:00:00,109299.98,109542.16,109299.98,109422.77,96.38743
2025-10-31 18:15:00,109422.77,109435.27,109202.07,109232.0,102.18595
2025-10-31 18:30:00,109232.01,109817.51,108974.76,109750.49,482.56881
2025-10-31 18:45:00,109750.49,109750.5,109322.07,109452.35,127.84375
2025-10-31 19:00:00,109452.2,109452.2,109114.52,109358.09,102.17748
2025-10-31 19:15:00,109358.09,109939.72,109351.12,109780.01,216.32143
2025-10-31 19:30:00,109780.01,110184.24,109777.06,109938.23,245.22278
2025-10-31 19:45:00,109938.22,110237.66,109792.13,109828.78,260.75155
2025-10-31 20:00:00,109828.78,109828.79,109560.29,109791.03,273.48744
2025-10-31 20:15:00,109791.04,109822.17,109640.08,109687.91,72.57191
2025-10-31 20:30:00,109687.91,109708.49,109500.0,109534.48,70.74773
2025-10-31 20:45:00,109534.47,109782.86,109438.12,109493.85,114.95662
2025-10-31 21:00:00,109493.84,109592.16,109329.15,109338.96,89.14206
2025-10-31 21:15:00,109338.97,109685.28,109338.96,109548.6,66.69375
2025-10-31 21:30:00,109548.6,109750.0,109451.11,109562.21,103.56976
2025-10-31 21:45:00,109562.21,109687.18,109547.52,109558.48,72.38212
2025-10-31 22:00:00,109558.48,109746.78,109483.66,109706.12,88.0006
2025-10-31 22:15:00,109706.13,109801.89,109588.3,109656.57,65.56377
2025-10-31 22:30:00,109656.56,109733.34,109630.0,109630.0,88.81633
2025-10-31 22:45:00,109630.0,109630.01,109570.87,109580.09,44.55459
2025-10-31 23:00:00,109580.08,109608.0,109544.49,109544.5,70.605
2025-10-31 23:15:00,109544.49,109629.16,109540.55,109613.24,27.10994
2025-10-31 23:30:00,109613.23,109655.39,109518.22,109651.35,48.38352
2025-10-31 23:45:00,109651.35,109683.31,109608.0,109608.01,31.31828
2025-11-01 00:00:00,109608.01,109639.64,109415.29,109471.44,144.92674
2025-11-01 00:15:00,109471.44,109564.32,109394.81,109537.24,65.96458
2025-11-01 00:30:00,109537.23,109615.51,109433.07,109615.5,34.88193
2025-11-01 00:45:00,109615.51,109751.99,109615.5,109730.78,68.83398
2025-11-01 01:00:00,109730.78,109877.0,109724.92,109772.81,47.64798
2025-11-01 01:15:00,109772.81,109928.05,109699.84,109928.04,48.67105
2025-11-01 01:30:00,109928.05,110048.0,109779.99,109818.93,78.75499
2025-11-01 01:45:00,109818.93,109849.99,109734.1,109734.11,30.87653
2025-11-01 02:00:00,109734.1,109756.47,109509.21,109639.31,123.01876
2025-11-01 02:15:00,109639.3,109788.9,109639.3,109651.53,51.6088
2025-11-01 02:30:00,109651.54,109668.84,109478.09,109619.01,74.79402
2025-11-01 02:45:00,109619.0,109872.29,109619.0,109790.27,72.88743
2025-11-01 03:00:00,109790.27,109948.96,109789.17,109900.48,56.61686
2025-11-01 03:15:00,109900.48,110217.89,109900.47,110034.09,194.89303
2025-11-01 03:30:00,110034.09,110288.39,110026.9,110167.4,143.22112
2025-11-01 03:45:00,110167.39,110315.54,110123.79,110226.37,91.93302
2025-11-01 04:00:00,110226.38,110564.49,110226.37,110265.62,198.69969
2025-11-01 04:15:00,110265.62,110355.96,110109.58,110291.54,99.52576
2025-11-01 04:30:00,110291.53,110371.9,110203.64,110280.65,118.3043
2025-11-01 04:45:00,110280.65,110339.22,110226.63,110291.67,69.75903
2025-11-01 05:00:00,110291.66,110328.0,110084.31,110098.66,61.54699
2025-11-01 05:15:00,110098.66,110187.42,110050.0,110145.33,39.99801
2025-11-01 05:30:00,110145.33,110382.87,110120.23,110281.22,80.7935
2025-11-01 05:45:00,110281.23,110281.23,110105.94,110140.79,49.13727
2025-11-01 06:00:00,110140.78,110156.74,110033.0,110057.98,106.41454
2025-11-01 06:15:00,110057.99,110060.75,109997.26,110017.27,50.72457
2025-11-01 06:30:00,110017.27,110175.38,109951.43,109967.09,56.94292
2025-11-01 06:45:00,109967.1,110007.99,109933.86,110004.82,58.05427
2025-11-01 07:00:00,110004.82,110126.89,109992.78,110044.08,51.0391
2025-11-01 07:15:00,110044.08,110196.85,110044.08,110175.03,63.15617
2025-11-01 07:30:00,110175.03,110251.67,110074.01,110094.39,110.23828
2025-11-01 07:45:00,110094.38,110097.57,110025.99,110071.4,59.57732
2025-11-01 08:00:00,110071.4,110194.58,110071.4,110160.0,71.37445
2025-11-01 08:15:00,110160.0,110268.86,110159.99,110188.89,95.25171
2025-11-01 08:30:00,110188.9,110233.82,110180.0,110180.01,55.05821
2025-11-01 08:45:00,110180.01,110270.9,110180.0,110248.88,88.84436
2025-11-01 09:00:00,110248.88,110248.88,110175.55,110233.45,79.08441
2025-11-01 09:15:00,110233.45,110254.55,110142.85,110182.45,68.11031
2025-11-01 09:30:00,110182.46,110182.46,109981.19,110005.53,95.77451
2025-11-01 09:45:00,110005.54,110121.95,109970.18,109991.29,108.02028
2025-11-01 10:00:00,109991.29,110099.98,109854.72,109893.99,97.70673
2025-11-01 10:15:00,109894.0,110017.27,109893.99,110007.92,56.39855
2025-11-01 10:30:00,110007.91,110080.0,109976.82,110080.0,63.96051
2025-11-01 10:45:00,110079.99,110169.23,110070.26,110147.83,54.9687
2025-11-01 11:00:00,110147.83,110238.78,110147.83,110193.61,50.123
2025-11-01 11:15:00,110193.6,110197.5,110052.23,110052.24,32.39333
2025-11-01 11:30:00,110052.24,110093.18,110000.01,110093.18,43.67166
2025-11-01 11:45:00,110093.18,110187.03,110086.68,110137.59,67.24674
2025-11-01 12:00:00,110137.59,110200.0,110097.71,110097.72,80.40269
2025-11-01 12:15:00,110097.72,110120.01,110000.01,110078.89,88.02064
2025-11-01 12:30:00,110078.89,110156.11,110078.89,110152.53,44.47591
2025-11-01 12:45:00,110152.53,110152.54,110017.26,110017.27,77.04582
2025-11-01 13:00:00,110017.26,110029.83,109956.1,109961.22,41.59673
2025-11-01 13:15:00,109961.22,110017.25,109961.21,110008.01,42.19442
2025-11-01 13:30:00,110008.0,110054.96,109702.66,109777.61,120.8447
2025-11-01 13:45:00,109777.61,109992.14,109777.61,109946.27,69.16883
2025-11-01 14:00:00,109946.26,109993.98,109736.47,109747.81,95.43428
2025-11-01 14:15:00,109747.81,109890.0,109728.94,109888.83,158.44137
2025-11-01 14:30:00,109888.83,109960.0,109874.89,109938.55,50.1788
2025-11-01 14:45:00,109938.55,109938.55,109900.07,109933.85,39.63566
2025-11-01 15:00:00,109933.86,110348.0,109910.22,110200.01,219.92569
2025-11-01 15:15:00,110200.0,110259.98,109989.11,110060.0,185.16623
2025-11-01 15:30:00,110059.99,110152.42,110017.27,110076.83,78.95156
2025-11-01 15:45:00,110076.83,110310.68,110067.4,110310.65,135.52176
2025-11-01 16:00:00,110310.65,110470.54,110213.49,110213.49,232.87733
